AH,AAE,ALG,0,738 ATR 736
AH,AAE,CDG,0,738
AH,AAE,IST,0,738
AH,AAE,LYS,0,738
AH,AAE,MRS,0,738
ZI,AAE,MRS,0,319
AH,AAE,ORN,0,ATR
AH,AAE,ORY,0,736
ZI,AAE,ORY,0,319
BA,AAL,AAR,0,FRJ
DY,AAL,AGP,0,73H
DY,AAL,ALC,0,73H
AZ,AAL,AMS,0,E90
KL,AAL,AMS,0,EMJ F70
SK,AAL,ARN,0,S20
IB,AAL,BCN,0,320
VY,AAL,BCN,0,320
DX,AAL,BLL,0,SF3
SK,AAL,BLL,0,319
TK,AAL,BLL,0,319
DY,AAL,CPH,0,73H AT7
SK,AAL,CPH,0,320 319 CR2 CR9 321
TK,AAL,IST,0,319 738
DY,AAL,LGW,0,73H
BA,AAL,OSL,0,J31 FRJ
M3,AAL,OSL,0,SWM
SK,AAL,OSL,0,73H 73G
DY,AAL,PMI,0,73H
DX,AAL,SVG,0,SF3
IX,AAN,CCJ,0,738
NL,AAN,PEW,0,734
S7,AAQ,DME,0,320
SU,AAQ,LED,0,320 319
SU,AAQ,SVO,0,320 319
BA,AAR,AAL,0,FRJ
FR,AAR,AGP,0,738
BA,AAR,BMA,0,FRJ
SK,AAR,CPH,0,AT7 320 CR2
BA,AAR,GOT,0,FRJ
BA,AAR,OSL,0,FRJ
FR,AAR,PMI,0,738
FR,AAR,STN,0,738
CZ,AAT,URC,0,73G E90
GS,AAT,URC,0,E90
AD,AAX,POJ,0,AT4
FO,AAY,SAH,0,CR7
S7,ABA,DME,0,320
IOS,ABA,IKT,0,AN4
Y7,ABA,NSK,0,738
SU,ABA,SVO,0,320
W3,ABB,ABV,0,73G
W3,ABB,LOS,0,73G
B9,ABD,MHD,0,M82
IR,ABD,MHD,0,100 M82
EP,ABD,SYZ,0,100
B9,ABD,THR,0,M82
EP,ABD,THR,0,100
IR,ABD,THR,0,M82 100
AF,ABE,ATL,0,CRJ
DL,ABE,ATL,0,717
KL,ABE,ATL,0,CRJ
AA,ABE,CLT,0,CR9 CR7 CRJ
US,ABE,CLT,0,CR9 CR7 CRJ
DL,ABE,DTW,0,CRJ
G4,ABE,MYR,0,M80
UA,ABE,ORD,0,ER4 ERJ
G4,ABE,PGD,0,M80
AA,ABE,PHL,0,DH3
US,ABE,PHL,0,CRJ DH8
G4,ABE,PIE,0,M80 320
G4,ABE,SFB,0,320 M80
AA,ABI,DFW,0,ERD ER4 CRJ
US,ABI,DFW,0,ERD ER4
E2,ABJ,ACC,0,M82
EK,ABJ,ACC,0,77W
HF,ABJ,ACC,0,E70 319
ME,ABJ,ACC,0,332
MS,ABJ,ACC,0,738
S9,ABJ,ACC,0,143
SA,ABJ,ACC,0,332
AH,ABJ,ALG,0,738
HF,ABJ,BKO,0,319
L6,ABJ,BKO,0,73G
2J,ABJ,BOY,0,CRJ
LH,ABJ,BRU,0,332
SN,ABJ,BRU,0,332 333
UA,ABJ,BRU,0,332
AF,ABJ,CDG,0,772
AZ,ABJ,CDG,0,772
ET,ABJ,CKY,0,DH8
HF,ABJ,CKY,0,E70
AT,ABJ,CMN,0,738 73G
DN,ABJ,COO,0,320
ET,ABJ,COO,0,73W 752
L6,ABJ,COO,0,73G
DN,ABJ,DKR,0,320
HF,ABJ,DKR,0,319
KQ,ABJ,DKR,0,73W 738
HF,ABJ,DLA,0,319
E2,ABJ,FNA,0,M82
TK,ABJ,IST,0,739
HF,ABJ,LBV,0,319
ET,ABJ,LFW,0,DH8
HF,ABJ,LFW,0,E70 319
LH,ABJ,LFW,0,333
SN,ABJ,LFW,0,333
UA,ABJ,LFW,0,333
ET,ABJ,LOS,0,DH8
ME,ABJ,LOS,0,332
QC,ABJ,LOS,0,737
W3,ABJ,LOS,0,CR9
KQ,ABJ,NBO,0,73W 738
SS,ABJ,ORY,0,333
2J,ABJ,OUA,0,E70 CRJ M87
AC,ABJ,OUA,0,332
ET,ABJ,OUA,0,752
HF,ABJ,OUA,0,E70
LH,ABJ,OUA,0,333
SN,ABJ,OUA,0,333
UA,ABJ,OUA,0,333
E2,ABJ,ROB,0,M82
TU,ABJ,TUN,0,320
7H,ABL,OTZ,0,CNC
8E,ABL,OTZ,0,CNC
7H,ABL,SHG,0,CNC
8E,ABL,SHG,0,CNC
Q6,ABM,CNS,0,DH1
AF,ABQ,ATL,0,757 320
AZ,ABQ,ATL,0,757
DL,ABQ,ATL,0,757 320
KL,ABQ,ATL,0,757 320
VS,ABQ,ATL,0,757 320
WN,ABQ,BWI,0,73W
LW,ABQ,CNM,0,CNC
WN,ABQ,DAL,0,73W 73C 733 735
FL,ABQ,DEN,0,73W
UA,ABQ,DEN,0,CR7 DH4 CRJ E70
WN,ABQ,DEN,0,73W 73C
AA,ABQ,DFW,0,M83 M80
US,ABQ,DFW,0,M83 M80
WN,ABQ,HOU,0,73W 735 73C
UA,ABQ,IAH,0,320 738
B6,ABQ,JFK,0,320
LW,ABQ,LAM,0,CNC
FL,ABQ,LAS,0,73W
WN,ABQ,LAS,0,73C 73W 733
AA,ABQ,LAX,0,CR7 CRJ
AS,ABQ,LAX,0,CR7 CRJ
UA,ABQ,LAX,0,CRJ
US,ABQ,LAX,0,CR7 CRJ
WN,ABQ,LAX,0,73C 73W
FL,ABQ,MCI,0,73W
WN,ABQ,MCI,0,73W 73C
FL,ABQ,MDW,0,73W
WN,ABQ,MDW,0,73W
DL,ABQ,MSP,0,320
WN,ABQ,OAK,0,73W 733 73C
AA,ABQ,ORD,0,E75
UA,ABQ,ORD,0,CR7 E70
US,ABQ,ORD,0,E75
FL,ABQ,PDX,0,73W
WN,ABQ,PDX,0,73W
AA,ABQ,PHX,0,CRJ CR9
US,ABQ,PHX,0,CRJ CR9
WN,ABQ,PHX,0,73W 733 73C
WN,ABQ,SAN,0,73C 733 73W
WN,ABQ,SEA,0,73W
UA,ABQ,SFO,0,CRJ
DL,ABQ,SLC,0,CR9 CR7
DL,ABR,MSP,0,CRJ
MS,ABS,ASW,0,E70
SV,ABT,DMM,0,320
SV,ABT,JED,0,320
SV,ABT,RUH,0,320
W3,ABV,ABB,0,73G
W3,ABV,ACC,0,CR9
ET,ABV,ADD,0,77L
W3,ABV,BNI,0,CR9 73G
MS,ABV,CAI,0,738
W3,ABV,CBQ,0,73G
AF,ABV,CDG,0,332
DL,ABV,CDG,0,332
KL,ABV,CDG,0,332
ET,ABV,COO,0,DH8
W3,ABV,ENU,0,73G
LH,ABV,FRA,0,343
W3,ABV,GMO,0,CR9 DH4
W3,ABV,IBA,0,DH4
W3,ABV,ILR,0,CR9
W3,ABV,KAN,0,CR9 DH4
ET,ABV,LFW,0,DH8
BA,ABV,LHR,0,777
W3,ABV,LOS,0,738 CR9 73G
ET,ABV,NDJ,0,DH8
ET,ABV,NIM,0,DH8
AF,ABV,PHC,0,332
DL,ABV,PHC,0,332
KL,ABV,PHC,0,332
W3,ABV,PHC,0,73G
W3,ABV,QOW,0,73G DH4
W3,ABV,QRW,0,DH4
W3,ABV,SKO,0,CR9 73G
LH,ABV,SSG,0,343
W3,ABV,YOL,0,CR9 73G
ZL,ABX,MEL,0,SF3
QF,ABX,SYD,0,DH3 DH4
VA,ABX,SYD,0,AT7
ZL,ABX,SYD,0,SF3
AF,ABY,ATL,0,CRJ
AM,ABY,ATL,0,CRJ
DL,ABY,ATL,0,CRJ
KL,ABY,ATL,0,CRJ
KL,ABZ,AMS,0,737 EMJ F70
SK,ABZ,BGO,0,DH4 DH3
WF,ABZ,BGO,0,DH4 DH3
BE,ABZ,BHD,0,DH4
BE,ABZ,BHX,0,E75 DH4
BM,ABZ,BRS,0,ER4
AF,ABZ,CDG,0,E70
AZ,ABZ,CDG,0,E70
BE,ABZ,CDG,0,EMJ
SK,ABZ,CPH,0,CR9 CR2
EI,ABZ,DUB,0,AT7
BM,ABZ,EBJ,0,ER4
T3,ABZ,EMA,0,J41
LH,ABZ,FRA,0,735
T3,ABZ,HUY,0,J41 S20
BE,ABZ,KOI,0,S20 SF3
BM,ABZ,KSU,0,ER4
T3,ABZ,LBA,0,J41
BA,ABZ,LCY,0,S20 E70
U2,ABZ,LGW,0,319
AA,ABZ,LHR,0,321 320 319
BA,ABZ,LHR,0,321 320 319
IB,ABZ,LHR,0,320 319
UN,ABZ,LHR,0,333
VS,ABZ,LHR,0,320
BE,ABZ,LSI,0,SF3 S20
U2,ABZ,LTN,0,319 320
BE,ABZ,MAN,0,E75 DH4
BM,ABZ,MAN,0,ER4
T3,ABZ,MME,0,J41 S20
T3,ABZ,NCL,0,ER4 J41 S20
BM,ABZ,NWI,0,ER4 ER3
T3,ABZ,NWI,0,S20
BM,ABZ,OSL,0,ER3
SK,ABZ,OSL,0,736 73W 73H
BT,ABZ,RIX,0,735
SK,ABZ,SVG,0,736 73G
T3,ABZ,SVG,0,ER3 J41
WF,ABZ,SVG,0,DH4
T3,ABZ,SYY,0,J41
T3,ABZ,WIC,0,J41
UA,ACA,IAH,0,ERJ
4O,ACA,MEX,0,320
AM,ACA,MEX,0,737 ERJ E70 EMJ E75
VW,ACA,MEX,0,ATR
VB,ACA,MTY,0,733
Y4,ACA,TIJ,0,319
4O,ACA,TLC,0,320
AM,ACA,TLC,0,ERJ
E2,ACC,ABJ,0,M82
EK,ACC,ABJ,0,77W
HF,ACC,ABJ,0,319 E70
ME,ACC,ABJ,0,332
MS,ACC,ABJ,0,738
S9,ACC,ABJ,0,143
SA,ACC,ABJ,0,332
TK,ACC,ABJ,0,739
W3,ACC,ABV,0,CR9
ET,ACC,ADD,0,738
KL,ACC,AMS,0,330
ME,ACC,BEY,0,332
MS,ACC,CAI,0,738
AT,ACC,CMN,0,738 73G
HF,ACC,COO,0,E70 319
3G,ACC,DKR,0,319
KQ,ACC,DKR,0,738
W3,ACC,DKR,0,CR9
EK,ACC,DXB,0,77W
AZ,ACC,FCO,0,330
E2,ACC,FNA,0,M82
ET,ACC,FNA,0,DH8
KQ,ACC,FNA,0,738
LH,ACC,FRA,0,333
TK,ACC,IST,0,739
DL,ACC,JFK,0,76W
SA,ACC,JNB,0,332
5G,ACC,KMS,0,AT7
AW,ACC,KMS,0,ER4
O4,ACC,KMS,0,ATR
S9,ACC,KMS,0,143
ET,ACC,LFW,0,DH8
AA,ACC,LHR,0,744
BA,ACC,LHR,0,744
TP,ACC,LIS,0,320
3G,ACC,LOS,0,319
AW,ACC,LOS,0,ER4
W3,ACC,LOS,0,73G 738
WB,ACC,LOS,0,738
IB,ACC,MAD,0,319
ET,ACC,MLW,0,DH8
KQ,ACC,NBO,0,738
O4,ACC,NYI,0,ATR
2J,ACC,OUA,0,CRJ
3G,ACC,ROB,0,319
DL,ACC,ROB,0,76W
KQ,ACC,ROB,0,738
W3,ACC,ROB,0,73G
O4,ACC,TKD,0,ATR
S9,ACC,TKD,0,143
AW,ACC,TML,0,ER4
O4,ACC,TML,0,ATR
S9,ACC,TML,0,143
SW,ACC,WDH,0,319
HV,ACE,AMS,0,73H
FR,ACE,BCN,0,738
IB,ACE,BCN,0,320
VY,ACE,BCN,0,320
LS,ACE,BFS,0,733
TCX,ACE,BFS,0,321
FR,ACE,BGY,0,738
DE,ACE,BHX,0,757
FR,ACE,BHX,0,738
TCX,ACE,BHX,0,752
TO,ACE,BHX,0,73H 75W
TOM,ACE,BHX,0,75W
ZB,ACE,BHX,0,321 320
IB,ACE,BIO,0,320
UX,ACE,BIO,0,738
VY,ACE,BIO,0,320
LS,ACE,BLK,0,73C
FR,ACE,BLQ,0,738
FR,ACE,BOH,0,738
ST,ACE,BRE,0,319
FR,ACE,BRS,0,738
TCX,ACE,BRS,0,320
FR,ACE,BVA,0,738
AB,ACE,CGN,0,738
FR,ACE,CRL,0,738
EI,ACE,DUB,0,320
FR,ACE,DUB,0,738
AB,ACE,DUS,0,738 321 332
DE,ACE,DUS,0,757 32S
FR,ACE,EDI,0,738
FR,ACE,EIN,0,738
FR,ACE,EMA,0,738
LS,ACE,EMA,0,73H
TCX,ACE,EMA,0,321
TO,ACE,EMA,0,73H
TOM,ACE,EMA,0,73H
ZB,ACE,EMA,0,321
FR,ACE,FKB,0,738
DE,ACE,FRA,0,757
X3,ACE,FRA,0,73H
AB,ACE,FUE,0,321 320
DE,ACE,FUE,0,757
HG,ACE,FUE,0,321 320
HQ,ACE,FUE,0,320
LG,ACE,FUE,0,73W
DE,ACE,GLA,0,757
LS,ACE,GLA,0,73H 738
TCX,ACE,GLA,0,752
TO,ACE,GLA,0,75W
TOM,ACE,GLA,0,75W
DE,ACE,HAJ,0,32S
X3,ACE,HAJ,0,73H
AB,ACE,HAM,0,320
DE,ACE,HAM,0,32S
FR,ACE,HHN,0,738
FR,ACE,LBA,0,738
LS,ACE,LBA,0,75W 752
ZB,ACE,LBA,0,320
AB,ACE,LEJ,0,738
DE,ACE,LEJ,0,32S
BA,ACE,LGW,0,320
DE,ACE,LGW,0,757
DY,ACE,LGW,0,73H
IB,ACE,LGW,0,320
TCX,ACE,LGW,0,752 753
TO,ACE,LGW,0,73H 75W
TOM,ACE,LGW,0,75W
U2,ACE,LGW,0,320
ZB,ACE,LGW,0,321
NT,ACE,LPA,0,CR9 AT7
PM,ACE,LPA,0,AT4
FR,ACE,LPL,0,738
U2,ACE,LPL,0,320
FR,ACE,LTN,0,738
TO,ACE,LTN,0,75W 73H
ZB,ACE,LTN,0,321 320
LG,ACE,LUX,0,73H
FR,ACE,MAD,0,738
IB,ACE,MAD,0,32S
UX,ACE,MAD,0,738 332
DE,ACE,MAN,0,330 320
FR,ACE,MAN,0,738
LS,ACE,MAN,0,752 75W 73H
TCX,ACE,MAN,0,753 321
TO,ACE,MAN,0,73H
TOM,ACE,MAN,0,73H 75W
ZB,ACE,MAN,0,321 320
AB,ACE,MUC,0,738
DE,ACE,MUC,0,32S
LS,ACE,NCL,0,752 75W
TCX,ACE,NCL,0,752
TO,ACE,NCL,0,73H
TOM,ACE,NCL,0,73H
FR,ACE,NOC,0,738
FR,ACE,NRN,0,738
EI,ACE,ORK,0,320
FR,ACE,ORK,0,738
UX,ACE,OVD,0,332
DE,ACE,PAD,0,32S
FR,ACE,PIK,0,738
FR,ACE,SCQ,0,738
UX,ACE,SCQ,0,738
FR,ACE,SDR,0,738
FR,ACE,SNN,0,738
FR,ACE,STN,0,738
TO,ACE,STN,0,73H
TOM,ACE,STN,0,73H
DE,ACE,STR,0,32S
X3,ACE,STR,0,73H
FR,ACE,SVQ,0,738
DE,ACE,SXF,0,32S
NT,ACE,TFN,0,AT7
AB,ACE,TXL,0,321
FR,ACE,ZAZ,0,738
AB,ACE,ZRH,0,320
LX,ACE,ZRH,0,320
3L,ACH,EBA,0,DH3
PE,ACH,VIE,0,E70
GR,ACI,GCI,0,BNT
GR,ACI,SOU,0,BNT
9K,ACK,BOS,0,CNA
9K,ACK,EWB,0,CNA
TJ,ACK,HPN,0,PL2
9K,ACK,HYA,0,CNA
9K,ACK,MVY,0,CNA
TJ,ACK,TEB,0,PL2
9R,ACR,LCR,0,BE1
9R,ACR,SVI,0,BE1
AA,ACT,DFW,0,ER4 ERD
US,ACT,DFW,0,ER4
7P,ACU,PAC,0,DHT
UA,ACV,CEC,0,EM2
UA,ACV,SFO,0,EM2
UA,ACV,SMF,0,EM2
CZ,ACX,CAN,0,319
G5,ACX,CKG,0,CR9
G5,ACX,KWE,0,CR9 CR2
KN,ACX,NAY,0,737
MU,ACX,NAY,0,737
MU,ACX,PVG,0,319
NK,ACY,BOS,0,319
NK,ACY,DTW,0,319
NK,ACY,FLL,0,320 319
UA,ACY,IAH,0,ERJ
NK,ACY,MCO,0,320
NK,ACY,MYR,0,320
NK,ACY,ORD,0,319
UA,ACY,ORD,0,ERJ
NK,ACY,RSW,0,319
NK,ACY,TPA,0,319
EP,ACZ,MHD,0,100
PC,ADA,ADB,0,738
XQ,ADA,ADB,0,738
PC,ADA,AYT,0,738
XQ,ADA,AYT,0,738
KK,ADA,EBL,0,320
Z4,ADA,EBL,0,321
KK,ADA,ECN,0,320
PC,ADA,ECN,0,738
TK,ADA,ESB,0,73W 738
8Q,ADA,IST,0,320
KK,ADA,IST,0,320
TK,ADA,IST,0,319 738 320 321 73W 739
XY,ADA,JED,0,320
PC,ADA,SAW,0,738 320
TK,ADA,SAW,0,738
PC,ADA,TZX,0,738
PC,ADA,VAN,0,738
PC,ADB,ADA,0,738
XQ,ADB,ADA,0,738
HV,ADB,AMS,0,73H 73W
PC,ADB,AMS,0,738
XQ,ADB,AMS,0,738
XQ,ADB,ARN,0,738
PC,ADB,ASR,0,738
XQ,ADB,ASR,0,738
PC,ADB,ATH,0,738
PC,ADB,AYT,0,738
XQ,ADB,AYT,0,738
TO,ADB,BHX,0,75W
XQ,ADB,BRE,0,738
PC,ADB,BRU,0,738
PC,ADB,BSL,0,738
XQ,ADB,BSL,0,738
HQ,ADB,CDG,0,320
XQ,ADB,CDG,0,738
XQ,ADB,CGN,0,738
XQ,ADB,CPH,0,738
PC,ADB,DIY,0,738
XQ,ADB,DIY,0,738
XQ,ADB,DTM,0,738
EI,ADB,DUB,0,320
PC,ADB,DUS,0,738
XQ,ADB,DUS,0,738
KK,ADB,ECN,0,320
PC,ADB,ECN,0,738
PC,ADB,ESB,0,738
TK,ADB,ESB,0,738 73G
PC,ADB,EZS,0,738
XQ,ADB,FRA,0,738
PC,ADB,GNY,0,738
PC,ADB,GZT,0,738
XQ,ADB,GZT,0,738
XQ,ADB,HAJ,0,738
TK,ADB,HAM,0,320
XQ,ADB,HAM,0,738
XQ,ADB,HEL,0,738
PC,ADB,HTY,0,738
8Q,ADB,IST,0,320
KK,ADB,IST,0,320
PC,ADB,IST,0,738
TK,ADB,IST,0,320 738 330 319 739 321 343 73W 77W
TO,ADB,LGW,0,75W
U2,ADB,LGW,0,320
LG,ADB,LUX,0,73H
XQ,ADB,LYS,0,738
TO,ADB,MAN,0,75W
PC,ADB,MQM,0,738
LH,ADB,MUC,0,319 321 320
XQ,ADB,MUC,0,738
XQ,ADB,NTE,0,738
PC,ADB,SAW,0,738 320
TK,ADB,SAW,0,738 320
XQ,ADB,SAW,0,738
PC,ADB,STN,0,738
PC,ADB,STR,0,738
XQ,ADB,STR,0,738
XQ,ADB,SXB,0,738
XQ,ADB,TXL,0,738
PC,ADB,TZX,0,738
XQ,ADB,TZX,0,738
PC,ADB,VAS,0,738
XQ,ADB,VIE,0,738
XQ,ADB,ZRH,0,738
ET,ADD,ABV,0,77L
ET,ADD,ACC,0,738
ET,ADD,AMH,0,DH8
ET,ADD,ASO,0,DH8
ET,ADD,AXU,0,DH8
GF,ADD,BAH,0,320
ET,ADD,BEY,0,738
ET,ADD,BJR,0,DH8
ET,ADD,BKK,0,763
SQ,ADD,BKK,0,763
ET,ADD,BKO,0,763
SA,ADD,BKO,0,763
AI,ADD,BOM,0,752
ET,ADD,BOM,0,788
ET,ADD,CAI,0,73W 738
MS,ADD,CAI,0,738
CA,ADD,CAN,0,77W
ET,ADD,CAN,0,77W
ZH,ADD,CAN,0,737
ET,ADD,CDG,0,763
ET,ADD,COO,0,73W 752
ET,ADD,DAR,0,738 73W
LH,ADD,DAR,0,73W
AI,ADD,DEL,0,763
ET,ADD,DEL,0,752
ET,ADD,DIR,0,DH8 73W
ET,ADD,DLA,0,763
TK,ADD,DLA,0,763
ET,ADD,DMM,0,73W
QR,ADD,DOH,0,320
EK,ADD,DXB,0,332
ET,ADD,DXB,0,77L 738 788 763
FZ,ADD,DXB,0,73H
ET,ADD,EBB,0,763 73W
LH,ADD,EBB,0,73W
ET,ADD,ENU,0,752
ET,ADD,FBM,0,738 73W
ET,ADD,FCO,0,763
ET,ADD,FIH,0,788
ET,ADD,FRA,0,788
LH,ADD,FRA,0,788
ET,ADD,GDQ,0,DH8
ET,ADD,GMB,0,DH8
ET,ADD,HGA,0,DH8
ET,ADD,HKG,0,788
ET,ADD,HRE,0,788
LH,ADD,HRE,0,788
SK,ADD,HRE,0,788
TK,ADD,HRE,0,788
TK,ADD,IST,0,738
AC,ADD,JED,0,333
ET,ADD,JED,0,738 752
LH,ADD,JED,0,333
SK,ADD,JED,0,333
SV,ADD,JED,0,320
UA,ADD,JED,0,333
ET,ADD,JIB,0,DH8 73W
KL,ADD,JIB,0,EMJ E90
KQ,ADD,JIB,0,E90
MS,ADD,JIB,0,DH8 73W
ET,ADD,JIJ,0,DH8
ET,ADD,JIM,0,DH8
ET,ADD,JNB,0,77L
SA,ADD,JNB,0,77L
ET,ADD,JRO,0,763
ET,ADD,JUB,0,DH8 73W
TK,ADD,JUB,0,73W DH8
ET,ADD,KGL,0,738
MS,ADD,KGL,0,738
ET,ADD,KRT,0,DH8 738
SD,ADD,KRT,0,320
ET,ADD,KWI,0,738
KU,ADD,KWI,0,73W
ET,ADD,LAD,0,77W
MS,ADD,LAD,0,77W
ET,ADD,LBV,0,738
ET,ADD,LFW,0,788 73W
ET,ADD,LHR,0,788 77L
ET,ADD,LLW,0,738
ET,ADD,LOS,0,77L
ET,ADD,LUN,0,788
ET,ADD,MBA,0,738 DH8
LH,ADD,MBA,0,DH8
ET,ADD,MCT,0,73W
WY,ADD,MCT,0,73G
ET,ADD,MPM,0,73W 738
ET,ADD,MQX,0,738 DH8 73W
ET,ADD,NBO,0,763 738
KL,ADD,NBO,0,E90
KQ,ADD,NBO,0,E90
OZ,ADD,NBO,0,763
ET,ADD,NDJ,0,738 752 763
ET,ADD,NIM,0,752
ET,ADD,OUA,0,752
CA,ADD,PEK,0,77L
ET,ADD,PEK,0,77L
ET,ADD,PNR,0,738
ET,ADD,PVG,0,788 77L
ET,ADD,RUH,0,738
SV,ADD,RUH,0,320
IY,ADD,SAH,0,310 330
ET,ADD,SSG,0,763
TK,ADD,SSG,0,763
ET,ADD,SZE,0,DH8
ET,ADD,TLV,0,763
FO,ADE,AHB,0,CR7
IY,ADE,AMM,0,310
RJ,ADE,AMM,0,320 E95 E75
UE,ADE,ASM,0,320
IY,ADE,AUH,0,320
XU,ADE,BBO,0,EM2
IY,ADE,BOM,0,320
IY,ADE,CAI,0,320
FO,ADE,DMM,0,CR7
IY,ADE,DMM,0,CR7
IY,ADE,DOH,0,320
IY,ADE,DXB,0,310 320
UE,ADE,DXB,0,320
FO,ADE,GXF,0,CR7
TK,ADE,IST,0,738
IY,ADE,JED,0,320 330
SV,ADE,JED,0,320
FO,ADE,MGQ,0,CR7
FO,ADE,RIY,0,CR7
IY,ADE,RUH,0,310
FO,ADE,SAH,0,CR7
IY,ADE,SAH,0,320 CR2 310
FO,ADE,SHJ,0,CR7
TK,ADF,ESB,0,738
TK,ADF,IST,0,738 320
AS,ADK,ANC,0,734 73Q
JQ,ADL,AKL,0,320
NZ,ADL,AKL,0,320
US,ADL,AKL,0,320
VA,ADL,AKL,0,320
QF,ADL,ASP,0,73H
ZL,ADL,BHQ,0,SF3
AA,ADL,BNE,0,737
JQ,ADL,BNE,0,320
QF,ADL,BNE,0,73H
TT,ADL,BNE,0,320
VA,ADL,BNE,0,E90 73H 73W
QF,ADL,CBR,0,73H
VA,ADL,CBR,0,E90
ZL,ADL,CED,0,SF3
JQ,ADL,CNS,0,320
ZL,ADL,CPD,0,SF3
JQ,ADL,DPS,0,320
VA,ADL,DPS,0,73H
JQ,ADL,DRW,0,320
QF,ADL,DRW,0,73H
EK,ADL,DXB,0,77W
QF,ADL,DXB,0,77W
CX,ADL,HKG,0,333
ZL,ADL,KGC,0,SF3
QF,ADL,KGI,0,717
D7,ADL,KUL,0,330
MH,ADL,KUL,0,333
JQ,ADL,MEL,0,320
QF,ADL,MEL,0,73H
TT,ADL,MEL,0,320
VA,ADL,MEL,0,E90 73H
ZL,ADL,MGB,0,SF3
ZL,ADL,MQL,0,SF3
QF,ADL,OLP,0,F50
JQ,ADL,OOL,0,320
VA,ADL,OOL,0,73H
JQ,ADL,PER,0,320
QF,ADL,PER,0,73H
VA,ADL,PER,0,E90 73H
QF,ADL,PLO,0,DH4
ZL,ADL,PLO,0,SF3
SH,ADL,PUG,0,SWM
ET,ADL,SIN,0,333
SQ,ADL,SIN,0,333
VA,ADL,SIN,0,333
AA,ADL,SYD,0,737
JQ,ADL,SYD,0,320
QF,ADL,SYD,0,73H 717
TT,ADL,SYD,0,320
VA,ADL,SYD,0,73H 73W E90
ZL,ADL,WYA,0,SF3
8D,ADQ,AKK,0,CNA
7H,ADQ,ANC,0,DH8 BE1
AS,ADQ,ANC,0,734 73Q
2O,ADQ,AOS,0,BNI
2O,ADQ,KKB,0,BNI
2O,ADQ,KLN,0,BNI
2O,ADQ,KOZ,0,BNI
8D,ADQ,KOZ,0,CNA
2O,ADQ,OLH,0,BNI
8D,ADQ,OLH,0,CNA
8D,ADQ,ORI,0,CNA
IR,ADU,MHD,0,100
EP,ADU,THR,0,AT7 100
IR,ADU,THR,0,100
CM,ADZ,BAQ,0,E90
AV,ADZ,BOG,0,320
CM,ADZ,BOG,0,E90
LA,ADZ,BOG,0,320
CM,ADZ,CLO,0,E90
LA,ADZ,CLO,0,320
CM,ADZ,CTG,0,E90
CM,ADZ,MDE,0,E90
CM,ADZ,PEI,0,E90
CM,ADZ,PTY,0,E90
9R,ADZ,PVA,0,L4T
HU,AEB,CAN,0,738
G5,AEB,CKG,0,CR9
G5,AEB,KWL,0,CR9
AR,AEP,AFA,0,E90
AR,AEP,ASU,0,737
AR,AEP,BHI,0,737
LA,AEP,BHI,0,320
AR,AEP,BRC,0,737
LA,AEP,BRC,0,320
AR,AEP,COR,0,737
LA,AEP,COR,0,320
AR,AEP,CPC,0,E90
AR,AEP,CRD,0,737
LA,AEP,CRD,0,320
AR,AEP,CTC,0,E90
AR,AEP,CWB,0,E90
AR,AEP,EQS,0,E90
AR,AEP,FLN,0,737
AR,AEP,FMA,0,E90
AR,AEP,FTE,0,737
AR,AEP,GIG,0,737
AR,AEP,GRU,0,737
G3,AEP,GRU,0,738
JJ,AEP,GRU,0,320
AR,AEP,IGR,0,737
LA,AEP,IGR,0,320
AR,AEP,IRJ,0,E90
AR,AEP,JUJ,0,737
AR,AEP,LUQ,0,E90
8R,AEP,MDQ,0,SF3
AR,AEP,MDQ,0,737
AR,AEP,MDZ,0,737
LA,AEP,MDZ,0,320
5Q,AEP,MVD,0,AT7
AR,AEP,MVD,0,737
AR,AEP,NQN,0,737
LA,AEP,NQN,0,320
5Q,AEP,PDP,0,AT7
AR,AEP,PDP,0,E90
OY,AEP,PMY,0,M82
AR,AEP,POA,0,737
8R,AEP,PRA,0,SF3
AR,AEP,PRA,0,E90
AR,AEP,PSS,0,737
AR,AEP,REL,0,737
AR,AEP,RES,0,737
AR,AEP,RGA,0,737
AR,AEP,RGL,0,737
LA,AEP,RGL,0,320
AR,AEP,RHD,0,E90
8R,AEP,ROS,0,SF3
AR,AEP,ROS,0,E90
AR,AEP,RSA,0,E90
AR,AEP,SCL,0,737
LA,AEP,SCL,0,320
AR,AEP,SDE,0,737
8R,AEP,SFN,0,SF3
AR,AEP,SFN,0,E90
AR,AEP,SLA,0,737
LA,AEP,SLA,0,320
OY,AEP,SLA,0,M82
AR,AEP,TUC,0,737
LA,AEP,TUC,0,320
AR,AEP,UAQ,0,737
LA,AEP,UAQ,0,320
AR,AEP,USH,0,737
LA,AEP,USH,0,320
AR,AEP,VDM,0,E90
S7,AER,DME,0,319 320 738
U6,AER,DME,0,320
UN,AER,DME,0,734 735
Y7,AER,DME,0,738
7J,AER,DYU,0,735
QN,AER,EVN,0,735
SU,AER,EVN,0,319
SU,AER,IST,0,319
TK,AER,IST,0,321
9U,AER,KIV,0,EM2
Y7,AER,KJA,0,738
R3,AER,KRR,0,DH4
SU,AER,KRR,0,319
2B,AER,KZN,0,CR2
SZ,AER,LBD,0,737
U6,AER,LBD,0,320
